Time Series(unit:MWh);BJ;TJ;HB;SX;NM;LN;JL;HL;SH;JS;ZJ;AH;FJ;JX;SD;HA;HB;HN;GD;GX;HI;CQ;SC;GZ;YN;XZ;SN;GS;QH;NX;XJ
4999;12366.36461;9849.982143;42563.58609;23313.91113;37451.41059;27532.07848;8029.95639;10617.93677;20238.28837;80837.88988;55676.64159;28941.54682;27824.07939;17373.40625;74068.36611;43454.86373;28759.95713;23832.76601;73869.09777;15792.48735;2913.775974;15500.30433;26886.84184;13228.22652;15590.58016;540.4223759;18324.14913;13370.885;8044.603543;12374.68928;29780.94452
5000;14226.05095;10746.05079;47736.29494;24647.52947;38642.56651;28283.27715;8634.697463;11339.24965;21037.93083;83512.56067;59671.38475;31745.14961;29439.67529;19234.81786;79534.6328;49016.12623;30810.48554;26537.47012;74331.38319;17475.96935;3167.705072;17158.59899;28323.82491;14790.86526;16548.79355;584.8301795;20771.25667;13970.26518;8456.178304;12445.16743;30160.05913
5001;14553.92447;11560.95381;47466.1606;24093.00405;38209.55561;25063.02213;8589.331818;10943.10363;22419.0112;83357.34496;65372.80935;30454.55339;30360.76411;19568.87341;77720.57616;46080.98423;32354.14429;26764.54249;71613.23412;17733.91203;3268.112067;18621.04979;30608.93111;16798.42311;18045.87908;650.1955437;21339.99747;14592.85004;8559.737502;12150.80445;30247.4297
5002;15719.53572;12727.44988;47836.59777;23935.93893;38157.97074;26322.82861;8680.014605;11038.20298;24383.10721;83665.54926;67588.0878;28737.12014;32212.49116;20068.83775;76376.52216;45393.63012;33609.57187;27618.56556;74268.17644;18707.76663;3475.475081;19836.07881;33588.64474;18389.50959;19794.62999;718.6427889;22004.13769;14615.88473;8505.442328;11865.54261;31270.85821
5003;16657.39129;12962.60289;48328.58922;23517.66054;38287.86627;26893.56085;8741.971736;11175.46629;26362.40242;86499.70444;69770.19523;28635.73983;34113.14009;21175.384;75863.84914;46199.57933;33831.54073;28319.80613;80079.61202;19337.50298;3756.557427;21027.37871;35474.33061;18925.83088;21118.99807;765.0484698;22127.73423;14774.45453;8212.244794;11951.85844;31559.30814
5004;17002.63084;13236.05019;49885.04818;23843.61024;38310.27635;27132.41716;8798.915819;11671.40175;26802.62663;86168.60431;69973.59024;30227.78813;35827.62901;21892.55851;77732.57379;48553.47582;34192.14516;29426.98085;84799.94592;19708.70656;3770.714082;21964.59192;38794.99976;19182.15997;21593.85215;762.91384;21931.98322;14735.89094;8293.964109;11759.69745;32125.37087
5005;16610.52477;12600.16846;46957.32001;24446.70185;37828.18565;25694.64757;8252.555883;10956.36474;26054.8356;82295.8648;65391.48294;28530.79385;34077.14394;20550.1562;75851.46063;48538.12085;33418.26031;28975.42783;84204.30378;19265.87903;3677.738093;21499.01617;37671.28818;18354.24596;20767.86398;750.124236;21778.3125;15558.88738;8218.920495;11742.55052;32435.17367
5006;16213.10085;12147.21245;43675.58206;23702.60242;36739.3681;25891.52538;8224.50781;10580.65829;25780.1356;84462.90922;67463.03416;27993.59989;32671.37885;19392.43979;72762.54946;47458.17311;32518.20498;27235.40019;81731.3105;18795.05937;3586.431356;20566.7964;34645.95349;17331.01004;19183.36301;683.9421809;21206.746;14764.18129;8043.361115;11672.49998;32178.35223
5007;15780.03173;12731.90878;46360.38645;23323.84197;36569.20304;25908.63855;8281.78391;10750.58035;25824.61284;86452.591;68193.25787;28707.15508;33221.56598;19859.60274;76158.01057;46991.972;33336.92239;26734.62646;81916.58949;18954.10927;3545.243437;20392.54418;34001.62363;17150.98464;18899.82066;690.2953126;21539.23138;14804.23839;8175.927534;11830.14926;31640.37016
5008;15749.9469;12795.90476;47715.90389;23885.28358;36874.10648;25927.5169;8370.251105;10957.87309;25902.76734;87055.48353;69517.13295;29232.59009;33662.023;20419.58103;77737.10274;47355.07982;33519.96544;26634.67108;81916.69275;19337.74675;3543.404559;20237.22737;35640.7769;17493.98013;19085.32996;681.0003618;21867.32708;14595.99607;8079.24289;11862.22587;31548.54641
5009;16201.245;12960.60802;49314.78098;24089.18193;37606.00881;27181.7849;8876.829171;11716.67389;26674.65319;88636.92685;71177.11324;30758.28243;34441.86517;21154.55273;79574.56362;47100.19182;33904.66842;26985.08699;83257.68974;19668.01397;3602.695288;20711.12054;36193.40248;17694.10574;19744.53299;676.7347369;22257.67317;14332.11569;8271.306068;11921.59243;32065.05599
5010;17268.43453;13341.29546;51671.71152;25761.64734;39614.55387;28683.52899;9654.499246;12886.42239;27584.40583;90696.51693;72971.70399;33406.49984;35605.72254;22375.31677;82430.50854;49338.98546;36075.89347;28700.84102;87259.80326;20573.34588;3917.582524;21699.51791;38773.05695;18717.21022;21335.99572;711.224232;23876.05162;15087.12578;8352.429948;12510.54068;32012.99626
5011;18111.05407;13853.56836;54164.77742;27016.45759;41067.72917;29710.9604;10182.8811;12873.81122;28584.14389;91117.69202;72125.8534;34378.75828;36237.09902;22808.84179;87961.35309;52546.65918;35857.1786;29787.26775;91502.97808;21402.43454;4061.373239;22334.72311;37983.30598;19445.53318;22064.03344;735.4159947;24187.17812;15633.46003;8409.092661;12959.05676;32213.0891
5012;18857.31193;13805.89668;52865.26147;28499.08144;42210.12884;29477.24476;9849.041273;12246.78591;28653.32563;91778.39522;72133.98377;36128.64079;36215.19893;23079.4684;85081.59257;52671.36742;35728.11248;31198.19491;95855.44689;22145.58649;4218.128965;22450.49064;38988.05344;20113.03804;21390.77261;746.5119713;25936.36614;15769.58566;8274.389041;13268.40669;32757.03098
5013;18334.60135;13412.25255;50791.35993;27028.65516;41754.98921;29278.15467;9638.665689;11796.8221;27898.05897;90776.83687;70782.20635;35082.88625;35515.3441;22472.86984;80600.95321;50586.29783;34776.62207;29960.98835;92649.49683;21678.59155;4089.709973;22055.18977;38784.02196;19408.42738;21024.99112;815.3897847;25804.56243;15730.78344;8425.694201;13330.74634;33129.21756
5014;17948.47589;13143.39834;50294.93043;26706.49772;41114.71528;28752.37298;9148.290109;11210.79793;27198.17143;90833.75717;69313.12862;34264.07312;34975.09928;21807.13073;79021.28989;49652.31915;33555.99623;28717.99693;91702.95836;20836.86546;3979.935954;21121.83764;37329.59577;18637.05671;20347.74565;847.7295517;24919.25024;15001.75456;8394.1205;13097.9506;33101.13784
5015;16609.07359;12307.90616;48564.3358;25602.50574;40546.81361;31835.55635;8434.059104;10128.14822;25870.40397;89505.19388;68761.18677;31979.842;34906.11074;20650.62974;77998.77602;47009.20138;32622.32745;27596.42723;89383.50256;20181.15041;3774.216667;19745.34284;34292.50476;17655.14256;19407.51335;799.6692901;23288.65119;14415.81629;8208.839118;12870.68621;33129.05359
5016;14345.34094;11467.45247;46135.65382;24435.43655;39467.46421;29933.27184;7580.538316;9258.36865;24069.86716;85536.76151;66330.66387;31467.2005;32831.97483;19213.98401;74501.43588;45494.24207;31109.278;26577.6946;84234.58537;18803.06014;3526.014074;18232.60063;30380.97859;16407.87516;18006.7712;721.3632206;21375.90064;14372.64724;8048.934239;12750.55484;32293.71959
5017;12633.17979;10136.39944;43120.1352;23542.68109;37697.3893;26045.08382;7012.820373;8853.557199;21073.15914;76713.93589;56237.66783;27813.2508;29217.66485;17457.91749;72817.48021;42302.84847;30221.66355;23941.12165;89044.32295;17580.24868;3419.644717;15965.38688;27216.21731;14684.65665;17479.50475;632.0969686;19383.86859;14132.32225;7962.885838;12431.66181;31910.30822
5018;12315.32971;9455.907984;41848.512;23420.07105;37195.94657;26433.96429;6853.675698;8509.25716;19849.38531;77043.91209;54440.94979;27028.10471;28265.68139;17176.69308;72045.35716;42690.95172;27183.16898;23425.49995;85044.49615;16717.02436;3215.992199;15317.81148;27695.87383;14101.38605;16624.87355;583.5440922;18402.73037;13877.56622;8021.907672;12357.09134;31135.12296
5019;11661.94471;9213.409629;40765.22522;23238.79465;37067.26757;25790.33262;6770.850073;8388.936922;19149.81126;75752.7115;52667.95442;26310.89658;27625.92558;16968.89621;70942.89419;42763.17396;26475.20698;22864.79411;80848.32922;15996.33674;3021.411543;14765.10298;25869.43011;13517.31795;15872.69555;562.9200447;17623.3277;13612.20556;8021.818955;12354.31703;30245.44161
5020;11214.13525;9193.732673;39542.54949;23002.95686;37095.80661;25468.34138;6653.368723;8388.024707;18500.9003;75031.99236;51852.42857;25653.68523;26903.20793;16692.61409;69871.57644;42124.98323;25929.57824;22550.33631;77397.15122;15386.90531;2896.061541;14372.46682;25675.83686;13072.6608;15662.59074;531.665887;17392.77944;13524.43759;7907.584893;12384.72093;29995.61355
5021;11056.32911;8949.737256;39553.37739;22940.24552;36882.01848;25251.68589;6683.61968;8480.3701;18251.75455;74772.91146;51423.20738;25653.58003;26600.16509;16550.32408;68246.43167;41683.95845;25809.0934;22360.21372;74051.63594;15204.21646;2808.870506;14283.72226;25463.77257;12920.11063;15390.48038;508.5254124;17204.91509;13414.47481;8053.523395;12362.03891;29792.45291
5022;11428.16556;9336.518883;40196.32854;23115.157;37122.9956;26222.08837;7165.272843;9053.851339;18950.27063;76111.37782;52256.97206;26339.43091;26593.28935;16830.75134;70488.23207;41002.92245;26056.98027;22550.15195;72186.83847;14907.33879;2783.285408;14478.06287;25382.09764;12837.33095;15283.24558;511.9325875;17392.01983;13337.21171;7997.483051;12431.58189;29791.35615
5023;12553.64332;9847.119633;42713.24941;23402.38985;38042.24442;27870.97552;8222.843149;10719.75814;20087.95522;80398.76045;55906.94504;28606.5332;27576.91465;17080.04039;73355.27644;43116.91788;27481.91729;23604.55293;71043.58863;15589.11782;2889.561336;15168.75997;26077.09842;13289.76948;15662.69647;525.5705465;18138.25182;13593.77303;8079.584247;12564.21061;29791.69143
5024;14657.50869;10770.66714;48183.7948;24728.24532;39211.00146;28632.1495;8870.266905;11422.29159;20880.44935;83085.8233;59678.61563;31336.32051;29174.39465;18907.65714;78957.34838;49373.82919;29613.93947;26279.25011;71388.12605;17305.04685;3158.065767;16508.51573;27425.07338;14825.48706;16609.3181;574.3704526;20367.63992;14219.37561;8440.576607;12625.25336;30162.81585
5025;15028.4324;11610.55998;47891.87125;24176.94774;38778.63025;25369.13215;8821.699349;11036.45926;22249.18365;82929.88846;65061.66396;30079.70414;30085.15518;19235.64774;77098.22288;46071.53531;31218.94757;26503.80327;69362.31255;17567.96105;3264.236045;17690.04694;29568.63791;16798.45866;18088.29298;646.2007027;20885.77978;14869.19804;8531.408414;12370.29883;30248.345
5026;16347.08979;12812.82785;48282.23003;24020.79688;38724.88084;26645.66782;8918.782536;11129.08269;24195.72178;83239.52071;67153.23788;28407.48883;31916.11856;19726.53497;75720.77688;45298.20124;32524.26939;27348.35151;71341.01859;18560.58548;3483.501535;18671.68318;32363.78522;18362.13388;19815.8888;721.4176436;21490.83137;14893.24048;8483.786099;12123.22699;31250.20383
5027;17408.08692;13055.19207;48798.31817;23604.95326;38859.66492;27223.97891;8985.112607;11262.77233;26157.32324;86086.80686;69213.4931;28308.77774;33795.45526;20812.99132;75195.36688;46204.96527;32755.05991;28041.81227;75672.23234;19202.45922;3780.71779;19634.14839;34132.66989;18889.21541;21124.23564;772.4130247;21603.43151;15058.74758;8226.622444;12197.98712;31532.57441
5028;17798.65683;13337.02491;50455.56983;23929.00563;38900.28736;27466.00704;9046.075809;11745.79609;26593.6121;85754.17271;69405.53022;29858.90933;35490.71938;21517.14515;77110.51858;48853.30664;33129.99578;29136.70361;79190.25725;19580.81729;3795.687025;20391.33396;37247.65362;19141.12846;21593.34529;770.0672718;21425.09649;15018.49687;8298.298482;12031.55207;32086.70685
5029;17355.06676;12681.64321;47325.67218;24528.58669;38420.17238;26009.14505;8461.153735;11049.37511;25852.50589;81863.49033;65079.2948;28206.59487;33759.86274;20199.11484;75182.67059;48836.03094;32325.35457;28690.16028;78746.33021;19129.45482;3697.374287;20015.18984;36193.54581;18327.47777;20777.34932;756.0127268;21285.09787;15877.49873;8232.477704;12016.70073;32389.98027
5030;16905.46061;12214.79685;43855.60433;23788.81861;37350.82835;26208.63724;8431.126027;10683.4502;25580.26155;84040.57493;67035.16743;27683.54458;32369.86069;19062.41736;72017.01776;47620.99438;31389.5285;26969.43711;76903.22924;18649.56069;3600.826614;19262.03852;33355.60325;17321.87017;19212.01647;683.285012;20764.3837;15048.0249;8078.494513;11956.02835;32138.57157
5031;16415.529;12817.42349;46710.66023;23412.26288;37186.07052;26225.97766;8492.44468;10848.94833;25624.34119;86039.47515;67724.61433;28378.31271;32913.87849;19521.09872;75496.83654;47096.47697;32240.78405;26474.21913;77041.31611;18811.67607;3557.274541;19121.2581;32751.1838;17144.94625;18931.90421;690.2664928;21067.28782;15089.83447;8194.768563;12092.572;31611.92797
5032;16381.49399;12883.38197;48140.88976;23970.43639;37476.85517;26245.10669;8587.155897;11050.84419;25701.79703;86645.16095;68974.5622;28889.91366;33349.39661;20070.91032;77115.16004;47505.00533;32431.10174;26375.3727;77041.39307;19202.70769;3555.330112;18995.77583;34288.80634;17482.03261;19115.16936;680.0522357;21366.19281;14872.48172;8109.96643;12120.35429;31522.03949
5033;16892.04808;13053.13602;49849.71979;24173.14787;38185.25939;27516.03033;9129.488293;11789.88956;26466.78267;88233.93129;70541.84666;30375.43636;34120.4943;20792.53824;78998.27125;47218.23383;32831.09391;26721.90097;78040.82678;19539.3404;3618.024084;19378.63969;34807.20176;17678.71046;19766.39783;675.3647241;21721.80976;14597.05679;8278.425107;12171.77303;32027.66316
5034;18099.36086;13445.49763;52356.06949;25835.87801;40152.54061;29037.71634;9962.046399;12929.18358;27368.40265;90303.06369;72236.22471;32953.92939;35271.30118;21991.13869;81925.16995;49737.07433;35088.60956;28418.61983;81023.56811;20462.12146;3950.985602;20177.17755;37227.06996;18684.18888;21338.60821;713.2653628;23196.2009;15385.09795;8349.578889;12681.87462;31976.70064
5035;19052.61736;13973.4799;55003.2245;27083.38412;41598.72825;30078.79119;10527.7215;12916.90074;28359.20363;90726.19013;71437.60771;33900.58944;35895.59795;22416.79285;87593.42414;53345.99047;34861.20234;29492.99337;84185.9704;21307.18977;4103.029792;20690.36731;36486.23693;19399.96428;22057.83867;739.8497839;23479.64644;15955.33387;8399.277773;13070.34469;32172.57634
5036;19896.85976;13924.34632;53636.32721;28557.37774;42660.94294;29841.972;10170.31922;12306.20008;28427.76693;91389.95445;71445.28407;35604.39965;35873.94343;22682.50609;84642.11815;53486.29825;34727.00677;30888.26721;87429.82857;22064.66505;4268.783175;20783.89725;37428.74937;20055.96935;21392.72245;752.0431952;25073.20899;16097.41489;8281.129184;13338.27976;32705.05414
5037;19305.51665;13518.63069;51444.8187;27095.51069;42213.27288;29640.23817;9945.095307;11867.9511;27679.25191;90383.75577;70168.99197;34586.17857;35181.93617;22086.92064;80050.16071;51140.41087;33737.70145;29664.78665;85040.46112;21588.66937;4132.993033;20464.52904;37237.35579;19363.49773;21031.36592;827.7332891;24953.13187;16056.9151;8413.83899;13392.27357;33069.39655
5038;18868.69246;13241.5318;50910.22384;26775.2285;41590.76066;29107.47452;9420.108971;11297.18411;26985.62096;90440.93978;68781.94979;33788.9238;34647.74918;21433.26836;78431.25185;50089.6024;32468.5645;28435.58541;84335.01401;20730.72005;4016.91807;19710.46286;35873.01816;18605.41625;20362.31327;863.2715835;24146.58601;15295.9918;8386.145686;13190.64384;33041.90864
5039;17353.42505;12380.4184;49067.61062;25677.66275;41034.80206;32231.60001;8655.467471;10242.72126;25669.72297;89106.2211;68260.82921;31564.83374;34579.53423;20297.76423;77383.33441;47115.86155;31497.78909;27326.45878;82606.34323;20062.36691;3799.390657;18598.37652;33024.04748;17640.41853;19433.45521;810.4579772;22661.06154;14684.41922;8223.635324;12993.80493;33069.23603
5040;14792.4616;11514.19134;46494.9636;24517.38698;39981.92082;30304.05474;7741.705102;9395.586463;23885.28192;85119.40251;65966.03043;31065.68947;32528.65588;18887.20154;73799.1055;45411.39857;29924.60679;26319.02833;78768.89882;18657.71566;3536.941427;17376.21429;29354.80499;16414.63908;18049.65821;724.4071364;20918.48864;14639.36156;8083.382701;12889.7564;32251.50746
5041;13327.86619;9982.573353;43406.53179;24489.83991;38501.5182;28125.56236;7519.173443;9013.655358;21213.24022;80336.21221;60398.99362;30734.39465;30233.7962;18978.64714;77715.44226;46790.45457;29519.54995;28862.33809;85003.29185;17652.32034;4170.388248;17529.09339;29482.66499;14751.9099;16730.17964;679.7607529;21104.50183;14464.59589;8156.381241;12563.50248;31456.38985
5042;12964.3219;9699.550368;42401.63738;24423.16578;38082.87688;26948.80894;7215.942297;8782.991487;20270.27691;78930.40211;57939.5322;29423.70192;29951.24557;19196.34585;75220.14862;46361.74102;28685.67614;25523.9587;80931.66418;16721.84937;3774.466493;16398.33484;27853.71952;13842.79415;16225.52162;623.4970239;19809.41121;13775.93676;8139.059647;12381.16731;31027.83708
5043;12192.36209;9449.09608;40793.59694;23640.56888;37871.14494;26004.49473;7062.060226;8596.014355;19326.23073;77043.8799;55282.00178;28425.26902;28843.46891;18183.436;73034.12367;44529.45415;27744.49024;24256.0194;77475.76867;16259.09505;3393.948268;15389.38306;26734.86301;13244.37978;15799.61431;605.320468;18970.68206;13830.91093;8096.988159;12381.16918;30404.79414
5044;11733.20757;9183.912813;40496.86032;23474.49781;37463.67803;25637.7526;6836.877218;8530.99183;18630.41508;74808.66128;52975.23447;27379.72834;28085.54598;17505.44807;70166.39491;42785.26749;26483.91293;23398.1413;74849.22024;15527.58101;3110.218902;14537.07714;25610.20003;13070.49796;15391.79083;579.6902133;18262.93788;13875.01155;8016.709858;12291.13838;30035.84786
5045;11460.51717;9180.79052;39946.18163;23192.12033;37439.5871;25662.80598;7000.31303;8631.601558;18308.74788;73409.02227;51619.91739;26570.8732;27189.74096;16936.59775;68573.87586;41199.70984;25487.11411;22568.09329;71303.14167;15051.27445;2885.488481;14006.55511;24962.04718;13005.60059;15417.14349;572.3459363;17593.02811;13689.28828;8081.995023;12162.40614;29891.00198
5046;11579.6274;9040.573145;39548.76052;23310.86221;37789.57778;25684.18653;7556.752684;9527.397687;18302.8662;73175.98143;51405.26454;26133.47321;26550.20124;16474.99768;68551.92073;40534.99558;24938.57428;21938.39333;69639.29923;14818.1257;2809.297833;13637.58818;25116.99489;13180.34704;15178.84349;550.3380269;17231.42361;13435.37301;8120.912608;12160.58343;29764.83345
